kuupäev;vooluhulk_m3s;veetase_cm;veetemp_c;valideeritud
2014-12-17;365;136;;jah
2014-12-18;380;143;;jah
2014-12-19;365;144;;jah
2014-12-20;411;164;;jah
2014-12-21;421;178;;jah
2014-12-22;398;158;;jah
2014-12-23;419;162;;jah
2014-12-24;400;153;;jah
2014-12-25;404;163;;jah
2014-12-26;420;186;;jah
2014-12-27;403;161;;jah
2014-12-28;383;145;;jah
2014-12-29;372;142;;jah
2014-12-30;376;155;;jah
2014-12-31;380;157;;jah
2015-01-01;464;160;;jah
2015-01-02;465;185;;jah
2015-01-03;500;223;;jah
2015-01-04;515;176;;jah
2015-01-05;492;167;;jah
2015-01-06;462;160;;jah
2015-01-07;475;162;;jah
2015-01-08;495;166;;jah
2015-01-09;461;160;;jah
2015-01-10;447;158;;jah
2015-01-11;512;169;;jah
2015-01-12;608;186;;jah
2015-01-13;553;196;;jah
2015-01-14;598;185;;jah
2015-01-15;581;183;;jah
2015-01-16;530;175;;jah
2015-01-17;521;174;;jah
2015-01-18;613;190;;jah
2015-01-19;519;172;;jah
2015-01-20;416;153;;jah
2015-01-21;346;138;;jah
2015-01-22;383;145;;jah
2015-01-23;418;153;;jah
2015-01-24;421;154;;jah
2015-01-25;341;138;;jah
2015-01-26;378;146;;jah
2015-01-27;364;143;;jah
2015-01-28;444;158;;jah
2015-01-29;368;144;;jah
2015-01-30;339;138;;jah
2015-01-31;288;123;;jah
2015-02-01;447;158;;jah
2015-02-02;446;160;;jah
2015-02-03;419;156;;jah
2015-02-04;364;144;;jah
2015-02-05;376;147;;jah
2015-02-06;413;168;;jah
2015-02-07;443;158;;jah
2015-02-08;453;162;;jah
2015-02-09;453;162;;jah
2015-02-10;432;157;;jah
2015-02-11;399;152;;jah
2015-02-12;439;159;;jah
2015-02-13;345;139;;jah
2015-02-14;343;140;;jah
2015-02-15;266;119;;jah
2015-02-16;278;122;;jah
2015-02-17;307;130;;jah
2015-02-18;320;141;;jah
2015-02-19;319;133;;jah
2015-02-20;363;145;;jah
2015-02-21;297;129;;jah
2015-02-22;388;153;;jah
2015-02-23;305;131;;jah
2015-02-24;270;120;;jah
2015-02-25;293;128;;jah
2015-02-26;289;126;;jah
2015-02-27;257;116;;jah
2015-02-28;278;123;;jah
2015-03-01;257;117;;jah
2015-03-02;226;106;;jah
2015-03-03;278;123;;jah
2015-03-04;352;142;;jah
2015-03-05;343;134;;jah
2015-03-06;410;141;;jah
2015-03-07;439;139;;jah
2015-03-08;512;149;;jah
2015-03-09;506;142;;jah
2015-03-10;577;148;;jah
2015-03-11;521;141;;jah
2015-03-12;512;139;;jah
2015-03-13;445;127;;jah
2015-03-14;436;125;;jah
2015-03-15;434;125;;jah
2015-03-16;416;122;;jah
2015-03-17;393;117;;jah
2015-03-18;371;112;;jah
2015-03-19;430;127;;jah
2015-03-20;416;124;;jah
2015-03-21;360;111;;jah
2015-03-22;414;122;;jah
2015-03-23;555;150;;jah
2015-03-24;466;136;;jah
2015-03-25;307;100;;jah
2015-03-26;283;94;;jah
2015-03-27;285;95;;jah
2015-03-28;332;109;;jah
2015-03-29;321;108;;jah
2015-03-30;302;102;;jah
2015-03-31;420;134;;jah
2015-04-01;360;121;;jah
2015-04-02;389;129;;jah
2015-04-03;422;138;;jah
2015-04-04;396;134;;jah
2015-04-05;387;133;;jah
2015-04-06;392;135;;jah
2015-04-07;429;143;;jah
2015-04-08;493;155;;jah
2015-04-09;486;156;;jah
2015-04-10;417;145;;jah
2015-04-11;376;137;;jah
2015-04-12;436;149;;jah
2015-04-13;401;145;;jah
2015-04-14;486;162;;jah
2015-04-15;416;151;;jah
2015-04-16;442;156;;jah
2015-04-17;439;155;;jah
2015-04-18;439;153;;jah
2015-04-19;431;151;;jah
2015-04-20;418;148;;jah
2015-04-21;420;147;;jah
2015-04-22;383;157;;jah
2015-04-23;413;167;;jah
2015-04-24;474;153;;jah
2015-04-25;418;143;;jah
2015-04-26;409;139;;jah
2015-04-27;407;139;;jah
2015-04-28;443;144;;jah
2015-04-29;490;151;;jah
2015-04-30;447;149;;jah
2015-05-01;369;127;;jah
2015-05-02;452;144;;jah
2015-05-03;470;148;;jah
2015-05-04;387;132;;jah
2015-05-05;360;125;;jah
2015-05-06;351;122;;jah
2015-05-07;352;123;;jah
2015-05-08;405;135;;jah
2015-05-09;428;141;;jah
2015-05-10;376;130;;jah
2015-05-11;447;145;;jah
2015-05-12;370;129;;jah
2015-05-13;504;152;;jah
2015-05-14;459;148;;jah
2015-05-15;456;147;;jah
2015-05-16;448;146;;jah
2015-05-17;438;144;;jah
2015-05-18;488;153;;jah
2015-05-19;437;145;;jah
2015-05-20;413;139;;jah
2015-05-21;418;141;;jah
2015-05-22;396;138;;jah
2015-05-23;414;141;;jah
2015-05-24;403;139;;jah
2015-05-25;370;133;;jah
2015-05-26;372;133;;jah
2015-05-27;416;143;;jah
2015-05-28;428;145;;jah
2015-05-29;396;138;;jah
2015-05-30;357;129;;jah
2015-05-31;440;145;;jah
2015-06-01;388;134;;jah
2015-06-02;375;132;;jah
2015-06-03;496;152;;jah
2015-06-04;564;164;;jah
2015-06-05;484;151;;jah
2015-06-06;386;132;;jah
2015-06-07;506;157;;jah
2015-06-08;460;145;;jah
2015-06-09;458;144;;jah
2015-06-10;471;146;;jah
2015-06-11;429;146;;jah
2015-06-12;418;138;;jah
2015-06-13;372;128;;jah
2015-06-14;374;129;;jah
2015-06-15;472;150;;jah
2015-06-16;475;153;;jah
2015-06-17;413;144;;jah
2015-06-18;345;128;;jah
2015-06-19;372;136;;jah
2015-06-20;382;138;;jah
2015-06-21;385;141;;jah
2015-06-22;363;138;;jah
2015-06-23;313;126;;jah
2015-06-24;352;137;;jah
2015-06-25;384;146;;jah
2015-06-26;364;143;;jah
2015-06-27;380;147;;jah
2015-06-28;352;143;;jah
2015-06-29;308;134;;jah
2015-06-30;299;133;;jah
2015-07-01;323;138;;jah
2015-07-02;300;131;;jah
2015-07-03;307;136;;jah
2015-07-04;310;131;;jah
2015-07-05;302;128;;jah
2015-07-06;256;113;;jah
2015-07-07;369;141;;jah
2015-07-08;295;123;;jah
2015-07-09;363;140;;jah
2015-07-10;372;141;;jah
2015-07-11;409;147;;jah
2015-07-12;394;144;;jah
2015-07-13;386;141;;jah
2015-07-14;365;136;;jah
2015-07-15;396;141;;jah
2015-07-16;399;142;;jah
2015-07-17;405;144;;jah
2015-07-18;384;140;;jah
2015-07-19;430;148;;jah
2015-07-20;388;140;;jah
2015-07-21;420;149;;jah
2015-07-22;427;154;;jah
2015-07-23;392;144;;jah
2015-07-24;466;162;;jah
2015-07-25;354;136;;jah
2015-07-26;373;138;;jah
2015-07-27;407;149;;jah
2015-07-28;346;135;;jah
2015-07-29;388;144;;jah
2015-07-30;378;143;;jah
2015-07-31;456;158;;jah
2015-08-01;474;163;;jah
2015-08-02;432;156;;jah
2015-08-03;409;151;;jah
2015-08-04;345;139;;jah
2015-08-05;305;128;;jah
2015-08-06;301;128;;jah
2015-08-07;296;128;;jah
2015-08-08;278;122;;jah
2015-08-09;304;130;;jah
2015-08-10;301;130;;jah
2015-08-11;264;120;;jah
2015-08-12;277;123;;jah
2015-08-13;327;137;;jah
2015-08-14;303;127;;jah
2015-08-15;277;114;;jah
2015-08-16;269;107;;jah
2015-08-17;263;100;;jah
2015-08-18;263;96;;jah
2015-08-19;269;94;;jah
2015-08-20;288;96;;jah
2015-08-21;293;94;;jah
2015-08-22;305;94;;jah
2015-08-23;305;91;;jah
2015-08-24;292;84;;jah
2015-08-25;293;82;;jah
2015-08-26;374;103;;jah
2015-08-27;305;91;;jah
2015-08-28;334;101;;jah
2015-08-29;421;127;;jah
2015-08-30;359;115;;jah
2015-08-31;327;110;;jah
2015-09-01;282;101;;jah
2015-09-02;263;99;;jah
2015-09-03;260;102;;jah
2015-09-04;268;108;;jah
2015-09-05;273;110;;jah
2015-09-06;288;115;;jah
2015-09-07;317;123;;jah
2015-09-08;332;128;;jah
2015-09-09;309;122;;jah
2015-09-10;304;120;;jah
2015-09-11;259;107;;jah
2015-09-12;234;98;;jah
2015-09-13;226;95;;jah
2015-09-14;211;90;;jah
2015-09-15;190;81;;jah
2015-09-16;207;89;;jah
2015-09-17;204;87;;jah
2015-09-18;293;112;;jah
2015-09-19;322;127;;jah
2015-09-20;273;113;;jah
2015-09-21;274;113;;jah
2015-09-22;307;123;;jah
2015-09-23;246;104;;jah
2015-09-24;270;112;;jah
2015-09-25;278;115;;jah
2015-09-26;301;122;;jah
2015-09-27;319;127;;jah
2015-09-28;324;129;;jah
2015-09-29;294;121;;jah
2015-09-30;332;130;;jah
2015-10-01;367;136;;jah
2015-10-02;398;153;;jah
2015-10-03;350;141;;jah
2015-10-04;328;124;;jah
2015-10-05;326;123;;jah
2015-10-06;278;107;;jah
2015-10-07;267;103;;jah
2015-10-08;259;99;;jah
2015-10-09;260;100;;jah
2015-10-10;264;102;;jah
2015-10-11;249;97;;jah
2015-10-12;242;96;;jah
2015-10-13;218;88;;jah
2015-10-14;235;93;;jah
2015-10-15;214;87;;jah
2015-10-16;199;81;;jah
2015-10-17;211;86;;jah
2015-10-18;220;90;;jah
2015-10-19;208;86;;jah
2015-10-20;203;84;;jah
2015-10-21;209;86;;jah
2015-10-22;252;102;;jah
2015-10-23;260;105;;jah
2015-10-24;291;116;;jah
2015-10-25;267;109;;jah
2015-10-26;355;133;;jah
2015-10-27;354;134;;jah
2015-10-28;271;111;;jah
2015-10-29;264;109;;jah
2015-10-30;242;103;;jah
2015-10-31;258;108;;jah
2015-11-01;288;119;;jah
2015-11-02;304;124;;jah
2015-11-03;285;120;;jah
2015-11-04;301;125;;jah
2015-11-05;270;116;;jah
2015-11-06;246;108;;jah
2015-11-07;255;112;;jah
2015-11-08;276;119;;jah
2015-11-09;282;122;;jah
2015-11-10;310;131;;jah
2015-11-11;372;147;;jah
2015-11-12;360;146;;jah
2015-11-13;326;138;;jah
2015-11-14;321;136;;jah
2015-11-15;336;141;;jah
2015-11-16;315;136;;jah
2015-11-17;319;137;;jah
2015-11-18;342;142;;jah
2015-11-19;410;156;;jah
2015-11-20;429;159;;jah
2015-11-21;542;180;;jah
2015-11-22;535;179;;jah
2015-11-23;445;161;;jah
2015-11-24;432;158;;jah
2015-11-25;419;156;;jah
2015-11-26;365;144;;jah
2015-11-27;581;184;;jah
2015-11-28;504;170;;jah
2015-11-29;421;154;;jah
2015-11-30;499;168;;jah
2015-12-01;570;181;;jah
2015-12-02;615;189;;jah
2015-12-03;530;172;;jah
2015-12-04;536;173;;jah
2015-12-05;570;214;;jah
2015-12-06;781;228;;jah
2015-12-07;757;235;;jah
2015-12-08;699;201;;jah
2015-12-09;605;183;;jah
2015-12-10;714;201;;jah
2015-12-11;605;184;;jah
2015-12-12;571;176;;jah
2015-12-13;572;176;;jah
2015-12-14;593;178;;jah
2015-12-15;604;180;;jah
2015-12-16;642;187;;jah
2015-12-17;477;157;;jah
2015-12-18;475;156;;jah
2015-12-19;611;180;;jah
2015-12-20;585;174;;jah
2015-12-21;648;184;;jah
2015-12-22;649;185;;jah
2015-12-23;637;183;;jah
2015-12-24;684;190;;jah
2015-12-25;698;191;;jah
2015-12-26;787;213;;jah
2015-12-27;658;194;;jah
2015-12-28;552;165;;jah
2015-12-29;511;158;;jah
2015-12-30;514;158;;jah
2015-12-31;443;144;;jah
2016-01-01;276;105;;jah
2016-01-02;310;113;;jah
2016-01-03;318;115;;jah
2016-01-04;283;105;;jah
2016-01-05;267;101;;jah
2016-01-06;250;96;;jah
2016-01-07;233;91;;jah
2016-01-08;199;78;;jah
2016-01-09;204;79;;jah
2016-01-10;178;69;;jah
2016-01-11;150;53;;jah
2016-01-12;185;71;;jah
2016-01-13;235;92;;jah
2016-01-14;266;104;;jah
2016-01-15;246;97;;jah
2016-01-16;255;99;;jah
2016-01-17;290;111;;jah
2016-01-18;272;107;;jah
2016-01-19;260;103;;jah
2016-01-20;239;96;;jah
2016-01-21;269;107;;jah
2016-01-22;266;106;;jah
2016-01-23;257;104;;jah
2016-01-24;279;111;;jah
2016-01-25;283;112;;jah
2016-01-26;326;124;;jah
2016-01-27;351;131;;jah
2016-01-28;428;150;;jah
2016-01-29;479;175;;jah
2016-01-30;523;165;;jah
2016-01-31;461;155;;jah
2016-02-01;441;153;;jah
2016-02-02;609;182;;jah
2016-02-03;559;174;;jah
2016-02-04;558;175;;jah
2016-02-05;619;186;;jah
2016-02-06;493;164;;jah
2016-02-07;457;158;;jah
2016-02-08;431;153;;jah
2016-02-09;423;151;;jah
2016-02-10;416;148;;jah
2016-02-11;417;151;;jah
2016-02-12;492;165;;jah
2016-02-13;412;151;;jah
2016-02-14;349;137;;jah
2016-02-15;400;148;;jah
2016-02-16;454;159;;jah
2016-02-17;413;153;;jah
2016-02-18;299;124;;jah
2016-02-19;307;128;;jah
2016-02-20;302;127;;jah
2016-02-21;283;121;;jah
2016-02-22;368;142;;jah
2016-02-23;434;155;;jah
2016-02-24;441;155;;jah
2016-02-25;432;153;;jah
2016-02-26;437;153;;jah
2016-02-27;474;159;;jah
2016-02-28;424;149;;jah
2016-02-29;385;141;;jah
2016-03-01;317;123;;jah
2016-03-02;280;111;;jah
2016-03-03;289;113;;jah
2016-03-04;293;113;;jah
2016-03-05;301;114;;jah
2016-03-06;280;108;;jah
2016-03-07;298;111;;jah
2016-03-08;295;110;;jah
2016-03-09;317;116;;jah
2016-03-10;290;107;;jah
2016-03-11;285;105;;jah
2016-03-12;294;107;;jah
2016-03-13;322;113;;jah
2016-03-14;299;106;;jah
2016-03-15;293;104;;jah
2016-03-16;309;121;;jah
2016-03-17;334;124;;jah
2016-03-18;326;112;;jah
2016-03-19;362;119;;jah
2016-03-20;320;108;;jah
2016-03-21;309;105;;jah
2016-03-22;307;104;;jah
2016-03-23;314;105;;jah
2016-03-24;318;106;;jah
2016-03-25;339;111;;jah
2016-03-26;333;109;;jah
2016-03-27;332;109;;jah
2016-03-28;296;98;;jah
2016-03-29;295;97;;jah
2016-03-30;339;109;;jah
2016-03-31;377;118;;jah
2016-04-01;407;125;;jah
2016-04-02;440;132;;jah
2016-04-03;372;116;;jah
2016-04-04;356;112;;jah
2016-04-05;357;111;;jah
2016-04-06;378;115;;jah
2016-04-07;374;116;;jah
2016-04-08;403;123;;jah
2016-04-09;410;124;;jah
2016-04-10;425;126;;jah
2016-04-11;399;120;;jah
2016-04-12;370;113;;jah
2016-04-13;373;113;;jah
2016-04-14;373;113;;jah
2016-04-15;402;119;;jah
2016-04-16;340;104;;jah
2016-04-17;368;110;;jah
2016-04-18;460;129;;jah
2016-04-19;488;135;;jah
2016-04-20;585;150;;jah
2016-04-21;621;155;;jah
2016-04-22;560;146;;jah
2016-04-23;588;150;;jah
2016-04-24;516;139;;jah
2016-04-25;637;155;;jah
2016-04-26;530;141;;jah
2016-04-27;559;145;;jah
2016-04-28;470;129;;jah
2016-04-29;545;143;;jah
2016-04-30;524;139;;jah
2016-05-01;510;137;;jah
2016-05-02;515;138;;jah
2016-05-03;488;133;;jah
2016-05-04;528;140;;jah
2016-05-05;557;144;;jah
2016-05-06;547;143;;jah
2016-05-07;528;139;;jah
2016-05-08;528;139;;jah
2016-05-09;525;139;;jah
2016-05-10;535;140;;jah
2016-05-11;527;139;;jah
2016-05-12;462;127;;jah
2016-05-13;428;119;;jah
2016-05-14;449;124;;jah
2016-05-15;474;129;;jah
2016-05-16;517;137;;jah
2016-05-17;509;135;;jah
2016-05-18;504;134;;jah
2016-05-19;499;133;;jah
2016-05-20;492;132;;jah
2016-05-21;536;140;;jah
2016-05-22;504;134;;jah
2016-05-23;440;122;;jah
2016-05-24;445;123;;jah
2016-05-25;469;128;;jah
2016-05-26;531;136;;jah
2016-05-27;417;118;;jah
2016-05-28;376;108;;jah
2016-05-29;368;106;;jah
2016-05-30;357;104;;jah
2016-05-31;339;100;;jah
2016-06-01;333;98;;jah
2016-06-02;345;101;;jah
2016-06-03;360;104;;jah
2016-06-04;366;106;;jah
2016-06-05;357;104;;jah
2016-06-06;340;99;;jah
2016-06-07;330;98;;jah
2016-06-08;363;104;;jah
2016-06-09;437;131;;jah
2016-06-10;364;107;;jah
2016-06-11;346;102;;jah
2016-06-12;385;112;;jah
2016-06-13;368;109;;jah
2016-06-14;319;98;;jah
2016-06-15;292;92;;jah
2016-06-16;294;93;;jah
2016-06-17;302;97;;jah
2016-06-18;393;116;;jah
2016-06-19;370;118;;jah
2016-06-20;354;115;;jah
2016-06-21;335;111;;jah
2016-06-22;358;119;;jah
2016-06-23;323;112;;jah
2016-06-24;304;108;;jah
2016-06-25;323;114;;jah
2016-06-26;303;112;;jah
2016-06-27;302;114;;jah
2016-06-28;306;117;;jah
2016-06-29;303;115;;jah
2016-06-30;302;113;;jah
2016-07-01;282;108;;jah
2016-07-02;273;105;;jah
2016-07-03;326;118;;jah
2016-07-04;405;137;;jah
2016-07-05;425;149;;jah
2016-07-06;452;154;;jah
2016-07-07;552;161;;jah
2016-07-08;537;164;;jah
2016-07-09;430;141;;jah
2016-07-10;440;143;;jah
2016-07-11;407;136;;jah
2016-07-12;469;148;;jah
2016-07-13;465;149;;jah
2016-07-14;407;140;;jah
2016-07-15;344;126;;jah
2016-07-16;527;163;;jah
2016-07-17;417;145;;jah
2016-07-18;425;148;;jah
2016-07-19;444;153;;jah
2016-07-20;428;151;;jah
2016-07-21;356;137;;jah
2016-07-22;341;135;;jah
2016-07-23;319;131;;jah
2016-07-24;299;127;;jah
2016-07-25;283;123;;jah
2016-07-26;284;121;;jah
2016-07-27;299;124;;jah
2016-07-28;285;118;;jah
2016-07-29;317;126;;jah
2016-07-30;324;126;;jah
2016-07-31;346;131;;jah
2016-08-01;339;128;;jah
2016-08-02;385;137;;jah
2016-08-03;367;132;;jah
2016-08-04;364;129;;jah
2016-08-05;381;132;;jah
2016-08-06;403;136;;jah
2016-08-07;443;143;;jah
2016-08-08;513;154;;jah
2016-08-09;598;168;;jah
2016-08-10;543;160;;jah
2016-08-11;556;162;;jah
2016-08-12;553;163;;jah
2016-08-13;525;159;;jah
2016-08-14;537;162;;jah
2016-08-15;569;168;;jah
2016-08-16;585;172;;jah
2016-08-17;555;167;;jah
2016-08-18;444;149;;jah
2016-08-19;462;152;;jah
2016-08-20;469;155;;jah
2016-08-21;412;144;;jah
2016-08-22;427;148;;jah
2016-08-23;402;144;;jah
2016-08-24;425;149;;jah
2016-08-25;427;150;;jah
2016-08-26;399;146;;jah
2016-08-27;430;162;;jah
2016-08-28;344;140;;jah
2016-08-29;333;133;;jah
2016-08-30;433;155;;jah
2016-08-31;412;152;;jah
2016-09-01;380;146;;jah
2016-09-02;440;157;;jah
2016-09-03;380;146;;jah
2016-09-04;422;153;;jah
2016-09-05;395;148;;jah
2016-09-06;435;155;;jah
2016-09-07;470;161;;jah
2016-09-08;440;156;;jah
2016-09-09;346;137;;jah
2016-09-10;367;140;;jah
2016-09-11;354;138;;jah
2016-09-12;397;146;;jah
2016-09-13;373;141;;jah
2016-09-14;325;129;;jah
2016-09-15;363;136;;jah
2016-09-16;318;124;;jah
2016-09-17;302;117;;jah
2016-09-18;305;116;;jah
2016-09-19;312;116;;jah
2016-09-20;303;112;;jah
2016-09-21;314;114;;jah
2016-09-22;306;110;;jah
2016-09-23;347;120;;jah
2016-09-24;371;124;;jah
2016-09-25;350;118;;jah
2016-09-26;351;116;;jah
2016-09-27;364;118;;jah
2016-09-28;377;121;;jah
2016-09-29;418;128;;jah
2016-09-30;689;172;;jah
2016-10-01;611;160;;jah
2016-10-02;436;130;;jah
2016-10-03;458;134;;jah
2016-10-04;393;119;;jah
2016-10-05;298;93;;jah
2016-10-06;253;79;;jah
2016-10-07;287;87;;jah
2016-10-08;234;71;;jah
2016-10-09;254;77;;jah
2016-10-10;244;73;;jah
2016-10-11;306;89;;jah
2016-10-12;311;90;;jah
2016-10-13;323;94;;jah
2016-10-14;307;89;;jah
2016-10-15;270;80;;jah
2016-10-16;290;84;;jah
2016-10-17;267;78;;jah
2016-10-18;254;75;;jah
2016-10-19;246;72;;jah
2016-10-20;232;67;;jah
2016-10-21;235;68;;jah
2016-10-22;204;55;;jah
2016-10-23;201;54;;jah
2016-10-24;226;65;;jah
2016-10-25;224;62;;jah
2016-10-26;315;92;;jah
2016-10-27;363;105;;jah
2016-10-28;400;111;;jah
2016-10-29;486;144;;jah
2016-10-30;404;115;;jah
2016-10-31;408;116;;jah
2016-11-01;394;112;;jah
2016-11-02;276;82;;jah
2016-11-03;437;120;;jah
2016-11-04;485;132;;jah
2016-11-05;444;124;;jah
2016-11-06;309;93;;jah
2016-11-07;239;71;;jah
2016-11-08;313;94;;jah
2016-11-09;339;100;;jah
2016-11-10;309;93;;jah
2016-11-11;392;112;;jah
2016-11-12;406;116;;jah
2016-11-13;368;107;;jah
2016-11-14;330;98;;jah
2016-11-15;320;96;;jah
2016-11-16;329;98;;jah
2016-11-17;387;112;;jah
2016-11-18;365;106;;jah
2016-11-19;446;125;;jah
2016-11-20;513;133;;jah
2016-11-21;474;128;;jah
2016-11-22;448;123;;jah
2016-11-23;482;133;;jah
2016-11-24;573;157;;jah
2016-11-25;608;155;;jah
2016-11-26;673;161;;jah
2016-11-27;587;150;;jah
2016-11-28;578;146;;jah
2016-11-29;576;148;;jah
2016-11-30;651;159;;jah
2016-12-01;668;161;;jah
2016-12-02;595;151;;jah
2016-12-03;706;168;;jah
2016-12-04;593;153;;jah
2016-12-05;659;198;;jah
2016-12-06;587;150;;jah
2016-12-07;794;182;;jah
2016-12-08;633;160;;jah
2016-12-09;711;171;;jah
2016-12-10;698;170;;jah
2016-12-11;601;156;;jah
2016-12-12;661;165;;jah
2016-12-13;606;158;;jah
2016-12-14;508;143;;jah
2016-12-15;622;160;;jah
2016-12-16;570;154;;jah
2016-12-17;578;155;;jah
2016-12-18;559;153;;jah
2016-12-19;594;158;;jah
2016-12-20;525;148;;jah
2016-12-21;536;150;;jah
2016-12-22;574;156;;jah
2016-12-23;619;163;;jah
2016-12-24;637;166;;jah
2016-12-25;617;164;;jah
2016-12-26;742;184;;jah
2016-12-27;706;179;;jah
2016-12-28;739;183;;jah
2016-12-29;747;186;;jah
2016-12-30;728;183;;jah
2016-12-31;773;191;;jah
2017-01-01;706;191;;jah
2017-01-02;673;180;;jah
2017-01-03;665;175;;jah
2017-01-04;426;173;;jah
2017-01-05;596;131;;jah
2017-01-06;607;163;;jah
2017-01-07;596;165;;jah
2017-01-08;602;163;;jah
2017-01-09;575;164;;jah
2017-01-10;564;160;;jah
2017-01-11;530;159;;jah
2017-01-12;426;154;;jah
2017-01-13;540;134;;jah
2017-01-14;499;155;;jah
2017-01-15;530;149;;jah
2017-01-16;517;154;;jah
2017-01-17;543;152;;jah
2017-01-18;569;157;;jah
2017-01-19;598;161;;jah
2017-01-20;569;166;;jah
2017-01-21;581;161;;jah
2017-01-22;585;163;;jah
2017-01-23;572;164;;jah
2017-01-24;498;162;;jah
2017-01-25;447;150;;jah
2017-01-26;540;142;;jah
2017-01-27;445;157;;jah
2017-01-28;433;142;;jah
2017-01-29;438;140;;jah
2017-01-30;409;141;;jah
2017-01-31;431;135;;jah
2017-02-01;431;140;;jah
2017-02-02;375;139;;jah
2017-02-03;385;128;;jah
2017-02-04;333;130;;jah
2017-02-05;303;117;;jah
2017-02-06;256;108;;jah
2017-02-07;268;94;;jah
2017-02-08;290;98;;jah
2017-02-09;304;105;;jah
2017-02-10;306;109;;jah
2017-02-11;304;109;;jah
2017-02-12;311;109;;jah
2017-02-13;356;111;;jah
2017-02-14;311;123;;jah
2017-02-15;276;111;;jah
2017-02-16;282;100;;jah
2017-02-17;311;102;;jah
2017-02-18;355;111;;jah
2017-02-19;398;122;;jah
2017-02-20;372;132;;jah
2017-02-21;357;127;;jah
2017-02-22;344;123;;jah
2017-02-23;450;120;;jah
2017-02-24;479;141;;jah
2017-02-25;600;148;;jah
2017-02-26;504;168;;jah
2017-02-27;456;152;;jah
2017-02-28;378;144;;jah
2017-03-01;402;128;;jah
2017-03-02;432;134;;jah
2017-03-03;479;140;;jah
2017-03-04;435;148;;jah
2017-03-05;343;141;;jah
2017-03-06;280;120;;jah
2017-03-07;230;101;;jah
2017-03-08;390;82;;jah
2017-03-09;340;131;;jah
2017-03-10;364;118;;jah
2017-03-11;397;125;;jah
2017-03-12;369;133;;jah
2017-03-13;369;126;;jah
2017-03-14;383;126;;jah
2017-03-15;461;129;;jah
2017-03-16;429;145;;jah
2017-03-17;465;140;;jah
2017-03-18;414;145;;jah
2017-03-19;489;136;;jah
2017-03-20;458;150;;jah
2017-03-21;484;145;;jah
2017-03-22;563;148;;jah
2017-03-23;534;162;;jah
2017-03-24;590;157;;jah
2017-03-25;563;165;;jah
2017-03-26;534;160;;jah
2017-03-27;546;164;;jah
2017-03-28;518;169;;jah
2017-03-29;559;158;;jah
2017-03-30;516;157;;jah
2017-03-31;445;150;;jah
2017-04-01;463;137;;jah
2017-04-02;500;140;;jah
2017-04-03;532;146;;jah
2017-04-04;484;150;;jah
2017-04-05;505;142;;jah
2017-04-06;517;145;;jah
2017-04-07;538;146;;jah
2017-04-08;591;149;;jah
2017-04-09;549;157;;jah
2017-04-10;616;150;;jah
2017-04-11;674;160;;jah
2017-04-12;678;168;;jah
2017-04-13;621;168;;jah
2017-04-14;673;158;;jah
2017-04-15;639;165;;jah
2017-04-16;641;159;;jah
2017-04-17;633;159;;jah
2017-04-18;565;157;;jah
2017-04-19;591;146;;jah
2017-04-20;603;149;;jah
2017-04-21;668;150;;jah
2017-04-22;702;159;;jah
2017-04-23;780;163;;jah
2017-04-24;721;173;;jah
2017-04-25;668;164;;jah
2017-04-26;847;156;;jah
2017-04-27;825;181;;jah
2017-04-28;732;176;;jah
2017-04-29;571;162;;jah
2017-04-30;777;140;;jah
2017-05-01;679;167;;jah
2017-05-02;681;154;;jah
2017-05-03;622;153;;jah
2017-05-04;565;144;;jah
2017-05-05;614;135;;jah
2017-05-06;619;140;;jah
2017-05-07;567;142;;jah
2017-05-08;550;134;;jah
2017-05-09;620;129;;jah
2017-05-10;567;139;;jah
2017-05-11;534;133;;jah
2017-05-12;555;128;;jah
2017-05-13;523;132;;jah
2017-05-14;524;126;;jah
2017-05-15;528;127;;jah
2017-05-16;502;128;;jah
2017-05-17;464;123;;jah
2017-05-18;461;117;;jah
2017-05-19;456;116;;jah
2017-05-20;497;116;;jah
2017-05-21;515;124;;jah
2017-05-22;536;128;;jah
2017-05-23;506;132;;jah
2017-05-24;510;127;;jah
2017-05-25;563;128;;jah
2017-05-26;614;138;;jah
2017-05-27;576;145;;jah
2017-05-28;530;140;;jah
2017-05-29;586;132;;jah
2017-05-30;507;141;;jah
2017-05-31;456;129;;jah
2017-06-01;492;136;;jah
2017-06-02;489;156;;jah
2017-06-03;477;170;;jah
2017-06-04;475;154;;jah
2017-06-05;474;134;;jah
2017-06-06;436;135;;jah
2017-06-07;415;130;;jah
2017-06-08;428;128;;jah
2017-06-09;395;133;;jah
2017-06-10;382;128;;jah
2017-06-11;387;127;;jah
2017-06-12;371;131;;jah
2017-06-13;458;130;;jah
2017-06-14;462;161;;jah
2017-06-15;396;157;;jah
2017-06-16;343;142;;jah
2017-06-17;371;132;;jah
2017-06-18;435;139;;jah
2017-06-19;439;152;;jah
2017-06-20;429;153;;jah
2017-06-21;440;164;;jah
2017-06-22;420;175;;jah
2017-06-23;400;168;;jah
2017-06-24;380;148;;jah
2017-06-25;417;144;;jah
2017-06-26;462;151;;jah
2017-06-27;474;160;;jah
2017-06-28;467;176;;jah
2017-06-29;329;163;;jah
2017-06-30;253;135;;jah
2017-07-01;288;114;;jah
2017-07-02;329;127;;jah
2017-07-03;372;139;;jah
